timestamp,acc_x,acc_y,acc_z,bvp,eda,hr,temp,relative_time,phase
2013-06-30 09:59:59.250,1.0,-5.0,64.25,-1.968667,1.268243,80.9,34.0,5.25,baseline
2013-06-30 09:59:59.500,1.0,-5.0,64.111,4.14125,1.269524,81.24,34.0,5.5,baseline
2013-06-30 09:59:59.750,0.75,-5.125,64.375,8.31,1.277208,81.55,34.0,5.75,baseline
2013-06-30 10:00:00.000,0.75,-5.0,64.0,-2.531875,1.283611,81.86,34.03,6.0,baseline
2013-06-30 10:00:00.250,1.0,-5.0,64.0,-39.774375,1.288734,82.19,34.03,6.25,baseline
2013-06-30 10:00:00.500,0.875,-5.125,64.0,26.957333,1.291296,82.54,34.03,6.5,baseline
2013-06-30 10:00:00.750,1.0,-5.0,64.0,18.661875,1.287454,82.9,34.03,6.75,baseline
2013-06-30 10:00:01.000,1.0,-5.0,64.375,-18.3975,1.283611,83.25,34.03,7.0,baseline
2013-06-30 10:00:01.250,0.875,-5.0,64.0,1.233333,1.274646,83.58,34.03,7.25,baseline
2013-06-30 10:00:01.500,1.25,-5.125,64.0,-11.85375,1.270804,83.89,34.03,7.5,baseline
2013-06-30 10:00:01.750,1.0,-5.0,64.5,16.098,1.257997,84.18,34.03,7.75,baseline
2013-06-30 10:00:02.000,1.125,-5.0,64.25,12.586875,1.249032,84.44,34.0,8.0,baseline
2013-06-30 10:00:02.250,1.0,-5.0,64.0,-2.34,1.240067,84.67,34.0,8.25,baseline
2013-06-30 10:00:02.500,1.0,-5.0,64.25,9.373333,1.229821,84.9,34.0,8.5,baseline
2013-06-30 10:00:02.750,0.75,-5.0,64.0,-14.028125,1.222137,85.14,34.0,8.75,baseline
2013-06-30 10:00:03.000,0.625,-5.25,64.25,22.064375,1.218295,85.4,34.05,9.0,baseline
2013-06-30 10:00:03.250,0.778,-5.0,64.0,20.262,1.210611,85.71,34.05,9.25,baseline
2013-06-30 10:00:03.500,0.875,-5.0,64.375,0.115625,1.204207,86.04,34.05,9.5,baseline
2013-06-30 10:00:03.750,1.0,-5.125,64.125,6.104667,1.200365,86.39,34.05,9.75,baseline
2013-06-30 10:00:04.000,0.875,-5.125,64.125,-36.678125,1.195242,86.73,34.03,10.0,baseline
2013-06-30 10:00:04.250,0.625,-5.0,64.125,-1.836875,1.196523,87.04,34.03,10.25,baseline
2013-06-30 10:00:04.500,1.0,-5.0,64.125,4.42,1.193961,87.33,34.03,10.5,baseline
2013-06-30 10:00:04.750,1.25,-5.0,64.25,-32.74125,1.186277,87.59,34.03,10.75,baseline
2013-06-30 10:00:05.000,1.375,-5.0,64.0,-41.133125,1.183716,87.83,34.0,11.0,baseline
2013-06-30 10:00:05.250,1.625,-5.0,64.5,-28.003333,1.179874,88.05,34.0,11.25,baseline
2013-06-30 10:00:05.500,1.875,-5.0,64.125,54.216875,1.179874,88.26,34.0,11.5,baseline
2013-06-30 10:00:05.750,1.5,-5.0,64.0,30.894,1.179874,88.47,34.0,11.75,baseline
2013-06-30 10:00:06.000,1.875,-5.0,64.125,-1.713125,1.183716,88.69,34.0,12.0,baseline
2013-06-30 10:00:06.250,2.0,-5.0,64.0,-9.361875,1.192681,88.92,34.0,12.25,baseline
2013-06-30 10:00:06.500,2.0,-5.0,64.125,23.865333,1.210611,89.16,34.0,12.5,baseline
2013-06-30 10:00:06.750,2.0,-5.0,64.0,2.48,1.228541,89.4,34.0,12.75,baseline
2013-06-30 10:00:07.000,2.0,-5.0,64.0,10.176875,1.242629,89.64,34.03,13.0,baseline
2013-06-30 10:00:07.250,2.0,-5.0,64.0,37.665333,1.251594,89.86,34.03,13.25,baseline
2013-06-30 10:00:07.500,2.0,-5.0,64.25,-41.795,1.257997,90.08,34.03,13.5,baseline
2013-06-30 10:00:07.750,2.0,-5.0,64.0,-7.214667,1.260559,90.28,34.03,13.75,baseline
2013-06-30 10:00:08.000,2.0,-5.0,64.125,2.239375,1.264401,90.47,34.03,14.0,baseline
2013-06-30 10:00:08.250,2.0,-5.0,64.0,10.993125,1.261839,90.66,34.03,14.25,baseline
2013-06-30 10:00:08.500,2.0,-5.0,64.0,2.134,1.257997,90.84,34.03,14.5,baseline
2013-06-30 10:00:08.750,2.25,-5.0,64.0,-17.680625,1.257997,91.01,34.03,14.75,baseline
2013-06-30 10:00:09.000,2.0,-5.0,64.125,13.458125,1.250313,91.19,34.03,15.0,baseline
2013-06-30 10:00:09.250,2.0,-5.0,64.0,-11.839333,1.249032,91.36,34.03,15.25,baseline
2013-06-30 10:00:09.500,2.25,-5.0,64.0,3.09,1.24519,91.54,34.03,15.5,baseline
2013-06-30 10:00:09.750,5.25,-5.25,64.0,5.578,1.241348,91.71,34.03,15.75,baseline
2013-06-30 10:00:10.000,3.875,-4.875,64.0,-14.9525,1.236225,91.88,34.05,16.0,baseline
2013-06-30 10:00:10.250,3.875,-5.0,64.125,17.154375,1.218295,92.05,34.05,16.25,baseline
2013-06-30 10:00:10.500,4.125,-5.0,64.0,-3.704667,1.210611,92.21,34.05,16.5,baseline
2013-06-30 10:00:10.750,3.875,-5.0,64.0,-9.068125,1.213172,92.36,34.05,16.75,baseline
2013-06-30 10:00:11.000,3.778,-5.0,64.222,2.62125,1.217014,92.5,34.05,17.0,baseline
2013-06-30 10:00:11.250,0.25,-4.625,64.625,-5.911333,1.238786,92.62,34.05,17.25,baseline
2013-06-30 10:00:11.500,0.625,-4.125,64.375,72.17875,1.268243,92.73,34.05,17.5,baseline
2013-06-30 10:00:11.750,1.25,-4.25,64.25,64.016,1.291296,92.8,34.05,17.75,baseline
2013-06-30 10:00:12.000,-0.75,-4.375,65.0,-293.709375,1.328436,92.84,34.0,18.0,baseline
2013-06-30 10:00:12.250,-8.75,-4.25,63.875,99.06875,1.3707,92.85,34.0,18.25,baseline
2013-06-30 10:00:12.500,-19.875,-2.125,62.0,8.673333,1.392472,92.83,34.0,18.5,baseline
2013-06-30 10:00:12.750,-29.875,-3.25,56.25,0.866875,1.33484,92.81,34.0,18.75,baseline
2013-06-30 10:00:13.000,-30.625,-3.0,56.25,88.6275,1.386069,92.8,34.03,19.0,baseline
2013-06-30 10:00:13.250,-28.375,-2.0,58.875,-44.16,1.416806,92.82,34.03,19.25,baseline
2013-06-30 10:00:13.500,-30.625,-1.375,57.5,-208.500625,1.447543,92.85,34.03,19.5,baseline
2013-06-30 10:00:13.750,-31.25,-15.375,61.125,283.898667,1.46035,92.88,34.03,19.75,baseline
2013-06-30 10:00:14.000,-26.25,-39.125,55.5,301.67375,1.502614,92.9,34.0,20.0,baseline
2013-06-30 10:00:14.250,-23.625,-30.375,41.875,34.72125,1.42587,92.89,34.0,20.25,baseline
2013-06-30 10:00:14.500,-24.875,-12.875,47.375,-499.566,1.519362,92.87,34.0,20.5,baseline
2013-06-30 10:00:14.750,-27.5,-33.875,55.75,-355.245,1.591082,92.84,34.0,20.75,baseline
2013-06-30 10:00:15.000,-14.667,-45.111,41.444,595.91125,1.614135,92.82,34.03,21.0,baseline
2013-06-30 10:00:15.250,-20.875,-56.625,30.375,60.802667,1.6231,92.81,34.03,21.25,baseline
2013-06-30 10:00:15.500,-22.75,-51.875,30.625,-241.3175,1.617977,92.82,34.03,21.5,baseline
2013-06-30 10:00:15.750,-32.75,-62.25,30.5,-194.16,1.620538,92.83,34.03,21.75,baseline
2013-06-30 10:00:16.000,-36.125,-54.625,12.125,-105.6725,1.600047,92.83,34.05,22.0,baseline
2013-06-30 10:00:16.250,-25.25,-53.875,35.375,351.565625,1.593643,92.82,34.05,22.25,baseline
2013-06-30 10:00:16.500,-20.75,-34.25,43.375,-20.389333,1.578275,92.81,34.05,22.5,baseline
2013-06-30 10:00:16.750,-33.25,-16.875,53.75,45.870625,1.566748,92.8,34.05,22.75,baseline
2013-06-30 10:00:17.000,-42.625,-26.375,49.375,50.475,1.547538,92.79,34.05,23.0,baseline
2013-06-30 10:00:17.250,-29.625,-25.5,55.5,-24.734,1.539853,92.79,34.05,23.25,baseline
2013-06-30 10:00:17.500,-20.25,-26.0,49.25,-130.27125,1.537292,92.8,34.05,23.5,baseline
2013-06-30 10:00:17.750,-29.25,-13.25,64.125,-11.851333,1.550099,92.8,34.05,23.75,baseline
2013-06-30 10:00:18.000,-26.875,-30.5,53.75,43.4625,1.565468,92.8,34.09,24.0,baseline
2013-06-30 10:00:18.250,-7.25,-29.875,50.125,-121.414375,1.579555,92.78,34.09,24.25,baseline
2013-06-30 10:00:18.500,-17.25,-37.25,55.875,-62.444,1.600047,92.76,34.09,24.5,baseline
2013-06-30 10:00:18.750,-24.444,-19.0,55.667,116.536875,1.607731,92.74,34.09,24.75,baseline
2013-06-30 10:00:19.000,-24.125,-38.375,58.25,169.553125,1.625661,92.73,34.13,25.0,baseline
2013-06-30 10:00:19.250,-22.875,-22.375,45.625,44.917333,1.635907,92.74,34.13,25.25,baseline
2013-06-30 10:00:19.500,-34.375,-29.5,55.125,-71.84625,1.646152,92.75,34.13,25.5,baseline
2013-06-30 10:00:19.750,-31.0,-26.75,46.625,-18.832,1.64231,92.77,34.13,25.75,baseline
2013-06-30 10:00:20.000,-35.625,-25.25,48.0,50.146875,1.64103,92.78,34.16,26.0,baseline
2013-06-30 10:00:20.250,-33.875,-10.625,52.25,-55.271875,1.64103,92.78,34.16,26.25,baseline
2013-06-30 10:00:20.500,-11.125,-26.75,62.75,-70.09,1.67817,92.76,34.16,26.5,baseline
2013-06-30 10:00:20.750,-24.875,-30.625,53.625,-23.73,1.742206,92.75,34.16,26.75,baseline
2013-06-30 10:00:21.000,-22.5,-22.25,52.5,25.36125,1.810084,92.75,34.21,27.0,baseline
2013-06-30 10:00:21.250,-18.5,-31.125,54.0,-7.067333,1.825453,92.77,34.21,27.25,baseline
2013-06-30 10:00:21.500,-22.0,-22.0,59.875,-9.460625,1.849786,92.79,34.21,27.5,baseline
2013-06-30 10:00:21.750,-21.75,-35.0,56.875,11.374667,1.851067,92.83,34.21,27.75,baseline
2013-06-30 10:00:22.000,-12.5,-29.625,51.5,-17.743125,1.849786,92.86,34.25,28.0,baseline
2013-06-30 10:00:22.250,-13.375,-32.0,56.375,-13.18,1.835698,92.88,34.25,28.25,baseline
2013-06-30 10:00:22.500,-16.375,-15.5,52.125,24.912,1.822891,92.9,34.25,28.5,baseline
2013-06-30 10:00:22.750,-29.222,-26.778,61.0,123.7325,1.824172,92.92,34.25,28.75,baseline
2013-06-30 10:00:23.000,-15.5,-29.0,53.75,-89.05625,1.835698,92.93,34.25,29.0,baseline
2013-06-30 10:00:23.250,-16.625,-28.75,51.875,-39.309333,1.848505,92.95,34.25,29.25,baseline
2013-06-30 10:00:23.500,-19.75,-11.0,58.5,-41.266875,1.843382,92.96,34.25,29.5,baseline
2013-06-30 10:00:23.750,-20.375,-46.125,60.625,11.967333,1.843382,92.98,34.25,29.75,baseline
2013-06-30 10:00:24.000,-23.25,-19.875,44.125,3.866875,1.83954,93.0,34.25,30.0,baseline
2013-06-30 10:00:24.250,-22.625,-32.875,57.875,15.73,1.824172,93.02,34.25,30.25,baseline
2013-06-30 10:00:24.500,-11.25,-36.5,53.5,-1.504,1.801119,93.04,34.25,30.5,baseline
2013-06-30 10:00:24.750,-2.625,-37.625,53.25,56.459375,1.771662,93.05,34.25,30.75,baseline
2013-06-30 10:00:25.000,-11.5,-28.875,54.0,32.825625,1.737083,93.06,34.23,31.0,baseline
2013-06-30 10:00:25.250,-18.5,-23.625,57.0,-4.324,1.698662,93.07,34.23,31.25,baseline
2013-06-30 10:00:25.500,-17.125,-22.75,60.125,-16.97625,1.664083,93.07,34.23,31.5,baseline
2013-06-30 10:00:25.750,-19.125,-9.625,57.5,41.86,1.644872,93.07,34.23,31.75,baseline
2013-06-30 10:00:26.000,-14.75,-7.75,65.0,22.273125,1.628223,93.06,34.25,32.0,baseline
2013-06-30 10:00:26.250,-23.375,-24.375,61.625,-65.66875,1.619258,93.05,34.25,32.25,baseline
2013-06-30 10:00:26.500,-23.778,-10.111,54.111,-35.555333,1.625661,93.05,34.25,32.5,baseline
2013-06-30 10:00:26.750,-61.5,-11.625,33.0,-8.77,1.643591,93.05,34.25,32.75,baseline
2013-06-30 10:00:27.000,-49.75,-14.75,29.375,-19.595625,1.662802,93.06,34.25,33.0,baseline
2013-06-30 10:00:27.250,-61.375,-24.75,23.25,-30.597333,1.684574,93.08,34.25,33.25,baseline
2013-06-30 10:00:27.500,-54.0,-5.75,21.125,-15.04125,1.674328,93.11,34.25,33.5,baseline
2013-06-30 10:00:27.750,-68.75,-15.875,18.0,31.359333,1.639749,93.15,34.25,33.75,baseline
2013-06-30 10:00:28.000,-55.25,-13.125,22.25,0.715625,1.58852,93.17,34.27,34.0,baseline
2013-06-30 10:00:28.250,-55.625,-19.125,28.25,8.590625,1.565468,93.18,34.27,34.25,baseline
2013-06-30 10:00:28.500,-54.75,-16.0,31.25,59.141333,1.541134,93.19,34.27,34.5,baseline
2013-06-30 10:00:28.750,-55.25,-19.5,26.5,-3.674375,1.519362,93.19,34.27,34.75,baseline
2013-06-30 10:00:29.000,-58.125,-13.75,24.375,119.504375,1.495028,93.19,34.29,35.0,baseline
2013-06-30 10:00:29.250,-59.625,-14.375,24.5,145.847333,1.475818,93.19,34.29,35.25,baseline
2013-06-30 10:00:29.500,-55.875,-11.5,21.5,-125.189375,1.466853,93.2,34.29,35.5,baseline
2013-06-30 10:00:29.750,-59.25,-18.25,30.5,-89.809333,1.457888,93.21,34.29,35.75,baseline
2013-06-30 10:00:30.000,-57.875,-13.5,19.875,-55.635625,1.452765,93.22,34.31,36.0,baseline
2013-06-30 10:00:30.250,-58.375,-9.25,19.75,-109.641875,1.459168,93.23,34.31,36.25,baseline
2013-06-30 10:00:30.500,-63.444,-10.556,24.111,40.461333,1.460449,93.24,34.31,36.5,baseline
2013-06-30 10:00:30.750,-57.5,-15.125,24.625,-50.928125,1.466853,93.25,34.31,36.75,baseline
2013-06-30 10:00:31.000,-54.75,-9.875,25.125,-18.004375,1.465572,93.26,34.33,37.0,baseline
2013-06-30 10:00:31.250,-57.375,-11.625,28.75,-97.947333,1.457888,93.27,34.33,37.25,baseline
2013-06-30 10:00:31.500,-56.625,-16.125,25.125,107.905,1.454045,93.27,34.33,37.5,baseline
2013-06-30 10:00:31.750,-57.625,-15.375,26.5,155.921333,1.452765,93.28,34.33,37.75,baseline
2013-06-30 10:00:32.000,-56.375,-16.5,27.125,4.0075,1.456607,93.28,34.37,38.0,baseline
2013-06-30 10:00:32.250,-55.0,-13.375,27.125,-57.339375,1.478379,93.28,34.37,38.25,baseline
2013-06-30 10:00:32.500,-55.875,-7.375,28.375,60.638667,1.503993,93.27,34.37,38.5,baseline
2013-06-30 10:00:32.750,-60.0,-6.25,31.125,-52.5,1.529608,93.26,34.37,38.75,baseline
2013-06-30 10:00:33.000,-63.375,-17.5,25.0,-34.6725,1.544976,93.25,34.37,39.0,baseline
2013-06-30 10:00:33.250,-51.875,-14.625,21.375,13.344667,1.550099,93.24,34.37,39.25,baseline
2013-06-30 10:00:33.500,-66.375,-11.0,22.0,34.349375,1.55266,93.22,34.37,39.5,baseline
2013-06-30 10:00:33.750,-54.875,-10.625,15.125,-1.265333,1.541134,93.21,34.37,39.75,baseline
2013-06-30 10:00:34.000,-67.375,-13.0,22.75,27.34375,1.57059,93.2,34.37,40.0,baseline
2013-06-30 10:00:34.250,-47.778,-10.889,23.444,-0.02125,1.543695,93.19,34.37,40.25,baseline
2013-06-30 10:00:34.500,-73.125,-7.0,17.125,4.841333,1.530888,93.19,34.37,40.5,baseline
2013-06-30 10:00:34.750,-54.375,-8.25,11.875,8.54,1.523204,93.18,34.37,40.75,baseline
2013-06-30 10:00:35.000,-64.5,-15.25,26.0,12.54375,1.538573,93.17,34.39,41.0,baseline
2013-06-30 10:00:35.250,-57.375,-23.375,29.0,-5.002,1.557783,93.16,34.39,41.25,baseline
2013-06-30 10:00:35.500,-36.25,-12.875,45.75,5.4875,1.568029,93.14,34.39,41.5,baseline
2013-06-30 10:00:35.750,-38.75,-13.125,48.375,13.824,1.575713,93.13,34.39,41.75,baseline
2013-06-30 10:00:36.000,-21.125,-14.5,58.75,0.974375,1.579555,93.12,34.39,42.0,baseline
2013-06-30 10:00:36.250,-25.125,-31.5,58.125,-7.43,1.612854,93.12,34.39,42.25,baseline
2013-06-30 10:00:36.500,-18.5,-16.625,51.25,6.421333,1.596205,93.12,34.39,42.5,baseline
2013-06-30 10:00:36.750,-23.5,-31.625,51.75,-15.555625,1.583398,93.12,34.39,42.75,baseline
2013-06-30 10:00:37.000,-32.0,-28.125,50.5,19.0175,1.574433,93.11,34.39,43.0,baseline
2013-06-30 10:00:37.250,-22.75,-50.5,41.0,21.346,1.575713,93.1,34.39,43.25,baseline
2013-06-30 10:00:37.500,-17.5,-49.75,40.625,-37.665,1.585959,93.08,34.39,43.5,baseline
2013-06-30 10:00:37.750,-19.875,-46.0,36.0,-165.267333,1.578275,93.06,34.39,43.75,baseline
2013-06-30 10:00:38.000,-26.25,-36.5,42.75,-172.97,1.582117,93.04,34.39,44.0,baseline
2013-06-30 10:00:38.250,-35.333,-35.111,44.778,93.341875,1.585959,93.02,34.39,44.25,baseline
2013-06-30 10:00:38.500,-35.625,-28.375,44.875,354.707333,1.633345,93.0,34.39,44.5,baseline
2013-06-30 10:00:38.750,-39.625,-13.25,47.625,274.818125,1.721715,92.98,34.39,44.75,baseline
2013-06-30 10:00:39.000,-43.875,2.25,54.625,-138.551875,1.787031,92.96,34.37,45.0,baseline
2013-06-30 10:00:39.250,-26.5,11.25,53.875,-112.609333,1.78575,92.93,34.37,45.25,baseline
2013-06-30 10:00:39.500,-18.625,3.0,57.75,-26.39,1.799838,92.9,34.37,45.5,baseline
2013-06-30 10:00:39.750,-25.875,-14.0,61.25,28.468,1.826733,92.88,34.37,45.75,baseline
2013-06-30 10:00:40.000,-22.5,-13.0,59.75,51.223125,1.870278,92.85,34.34,46.0,baseline
2013-06-30 10:00:40.250,-22.375,-12.625,58.375,-4.011875,1.868997,92.83,34.34,46.25,baseline
2013-06-30 10:00:40.500,-24.375,0.0,60.0,-23.678,1.83954,92.81,34.34,46.5,baseline
2013-06-30 10:00:40.750,-22.125,0.5,60.25,43.796875,1.801119,92.8,34.34,46.75,baseline
2013-06-30 10:00:41.000,-28.125,-1.75,58.25,-201.6625,1.755013,92.79,34.33,47.0,baseline
2013-06-30 10:00:41.250,-31.125,2.0,56.875,-69.952667,1.737083,92.79,34.33,47.25,baseline
2013-06-30 10:00:41.500,-30.625,5.25,57.125,75.38625,1.737083,92.79,34.33,47.5,baseline
2013-06-30 10:00:41.750,-31.625,6.125,56.375,55.340667,1.751171,92.8,34.33,47.75,baseline
2013-06-30 10:00:42.000,-30.556,6.444,56.889,-48.190625,1.733241,92.82,34.34,48.0,baseline
2013-06-30 10:00:42.250,-29.25,6.125,57.125,66.568125,1.708907,92.85,34.34,48.25,baseline
2013-06-30 10:00:42.500,-29.625,6.5,57.25,-31.082,1.708907,92.89,34.34,48.5,baseline
2013-06-30 10:00:42.750,-29.75,7.0,57.0,-251.970625,1.710188,92.93,34.34,48.75,baseline
2013-06-30 10:00:43.000,-29.125,6.875,57.5,-138.1475,1.71403,92.98,34.33,49.0,baseline
2013-06-30 10:00:43.250,-30.125,6.5,56.5,71.992667,1.71275,93.02,34.33,49.25,baseline
2013-06-30 10:00:43.500,-32.0,5.75,56.5,62.231875,1.715311,93.07,34.33,49.5,baseline
2013-06-30 10:00:43.750,-32.25,6.75,55.875,157.839333,1.715311,93.1,34.33,49.75,baseline
2013-06-30 10:00:44.000,-32.5,7.125,55.375,-13.32625,1.707627,93.14,34.31,50.0,baseline
2013-06-30 10:00:44.250,-28.5,7.875,57.875,0.3025,1.675609,93.17,34.31,50.25,baseline
2013-06-30 10:00:44.500,-27.75,6.5,58.0,-27.254,1.685855,93.2,34.31,50.5,baseline
2013-06-30 10:00:44.750,-27.625,6.0,58.125,-40.0175,1.702504,93.24,34.31,50.75,baseline
2013-06-30 10:00:45.000,-27.625,5.875,58.125,-17.335,1.706346,93.27,34.29,51.0,baseline
2013-06-30 10:00:45.250,-27.875,6.25,58.0,6.848,1.710188,93.31,34.29,51.25,baseline
2013-06-30 10:00:45.500,-27.875,6.75,58.0,10.884375,1.711469,93.35,34.29,51.5,baseline
2013-06-30 10:00:45.750,-28.0,6.875,58.0,43.447333,1.71403,93.39,34.29,51.75,baseline
2013-06-30 10:00:46.000,-28.0,7.0,58.0,31.7325,1.720434,93.43,34.25,52.0,baseline
2013-06-30 10:00:46.250,-28.0,6.875,58.0,66.499375,1.725557,93.47,34.25,52.25,baseline
2013-06-30 10:00:46.500,-28.0,6.875,58.0,67.774667,1.733241,93.52,34.25,52.5,baseline
2013-06-30 10:00:46.750,-27.875,6.75,58.0,-58.664375,1.738364,93.56,34.25,52.75,baseline
2013-06-30 10:00:47.000,-28.0,6.625,58.0,-30.70375,1.744768,93.61,34.25,53.0,baseline
2013-06-30 10:00:47.250,-27.75,6.625,58.0,44.048667,1.752452,93.66,34.25,53.25,baseline
2013-06-30 10:00:47.500,-27.75,6.375,58.125,-16.49,1.778066,93.7,34.25,53.5,baseline
2013-06-30 10:00:47.750,-27.75,4.75,58.25,10.706667,1.797277,93.75,34.25,53.75,baseline
2013-06-30 10:00:48.000,-24.875,2.0,59.5,-25.215625,1.812645,93.8,34.25,54.0,baseline
2013-06-30 10:00:48.250,-20.75,-2.0,61.0,-6.16625,1.825453,93.85,34.25,54.25,baseline
2013-06-30 10:00:48.500,-18.375,-4.375,61.75,-22.349333,1.870278,93.89,34.25,54.5,baseline
2013-06-30 10:00:48.750,-19.375,-6.25,61.0,11.54875,1.895892,93.95,34.25,54.75,baseline
2013-06-30 10:00:49.000,-17.5,-5.0,62.0,-5.214375,1.897173,94.0,34.29,55.0,baseline
2013-06-30 10:00:49.250,-20.125,-5.125,61.0,5.64,1.885646,94.06,34.29,55.25,baseline
2013-06-30 10:00:49.500,-19.625,-1.0,61.75,-9.81375,1.907418,94.12,34.29,55.5,baseline
2013-06-30 10:00:49.750,-17.667,2.222,61.889,0.22,1.898453,94.19,34.29,55.75,baseline
2013-06-30 10:00:50.000,-17.875,4.375,61.875,5.93,1.881804,94.25,34.25,56.0,baseline
2013-06-30 10:00:50.250,-12.75,7.125,66.375,-4.08875,1.885646,94.31,34.25,56.25,baseline
2013-06-30 10:00:50.500,0.25,15.25,58.375,8.052,1.868997,94.36,34.25,56.5,baseline
2013-06-30 10:00:50.750,-4.75,18.625,59.875,-8.86625,1.853628,94.41,34.25,56.75,baseline
2013-06-30 10:00:51.000,-5.25,8.875,64.5,22.606875,1.83826,94.47,34.27,57.0,baseline
2013-06-30 10:00:51.250,-4.125,-5.375,64.875,12.04,1.835698,94.53,34.27,57.25,baseline
2013-06-30 10:00:51.500,-9.625,-13.0,62.25,43.90875,1.835698,94.59,34.27,57.5,baseline
2013-06-30 10:00:51.750,-4.625,-5.125,64.875,-12.28,1.83826,94.64,34.27,57.75,baseline
2013-06-30 10:00:52.000,-7.625,-3.875,63.875,-117.730625,1.83954,94.68,34.27,58.0,baseline
2013-06-30 10:00:52.250,-11.625,-3.75,63.375,-47.431875,1.829295,94.71,34.27,58.25,baseline
2013-06-30 10:00:52.500,-13.375,-3.875,63.0,0.474,1.794715,94.74,34.27,58.5,baseline
2013-06-30 10:00:52.750,-13.125,-3.875,63.125,124.265,1.742206,94.78,34.27,58.75,baseline
2013-06-30 10:00:53.000,-13.625,-4.125,63.0,172.85125,1.742206,94.85,34.27,59.0,baseline
2013-06-30 10:00:53.250,-14.625,-3.625,62.875,94.669333,1.760136,94.95,34.27,59.25,baseline
2013-06-30 10:00:53.500,-16.25,-3.25,62.625,-132.151875,1.788312,95.08,34.27,59.5,baseline
2013-06-30 10:00:53.750,-17.333,-3.667,62.111,-56.309333,1.822891,95.22,34.27,59.75,baseline
2013-06-30 10:00:54.000,-15.625,-4.5,62.625,-32.575625,1.834417,95.37,34.21,60.0,baseline
2013-06-30 10:00:54.250,-16.5,-4.25,62.25,-56.689375,1.822891,95.51,34.21,60.25,baseline
2013-06-30 10:00:54.500,-16.375,-5.0,62.0,-98.653333,1.852347,95.65,34.21,60.5,baseline
2013-06-30 10:00:54.750,-17.0,-5.0,62.0,-36.499375,1.886927,95.78,34.21,60.75,baseline
2013-06-30 10:00:55.000,-16.75,-5.0,62.0,56.768125,1.913822,95.92,34.18,61.0,baseline
2013-06-30 10:00:55.250,-17.0,-5.0,62.0,-171.312667,1.917664,96.07,34.18,61.25,baseline
2013-06-30 10:00:55.500,-16.875,-5.0,62.0,-75.280625,1.912541,96.22,34.18,61.5,baseline
2013-06-30 10:00:55.750,-17.0,-5.0,62.0,194.334,1.90998,96.37,34.18,61.75,baseline
2013-06-30 10:00:56.000,-17.0,-5.0,62.0,125.1475,1.904857,96.52,34.15,62.0,baseline
2013-06-30 10:00:56.250,-17.25,-5.0,62.0,60.5375,1.898453,96.67,34.15,62.25,baseline
2013-06-30 10:00:56.500,-17.0,-5.0,62.0,173.001333,1.890769,96.81,34.15,62.5,baseline
2013-06-30 10:00:56.750,-17.0,-5.0,62.0,-181.179375,1.886927,96.94,34.15,62.75,baseline
2013-06-30 10:00:57.000,-17.0,-5.0,62.0,-51.305,1.881804,97.08,34.11,63.0,baseline
